GRIMM Diameter, Qscat (1.33 + 0)
    5.7, 17.0174808502
   5.71, 15.1115474701
   5.72, 14.4642972946
   5.73,  14.195930481
   5.74, 14.0416660309
   5.75, 13.9558162689
   5.76, 13.9326190948
   5.77, 13.9974145889
   5.78,  14.410358429
   5.79, 17.0272789001
    5.8, 14.7753238678
   5.81, 14.7494421005
   5.82, 14.9619102478
   5.83, 15.2319154739
   5.84, 15.4970178604
   5.85, 15.7559785843
   5.86,  16.409784317
   5.87, 17.7576084137
   5.88, 15.8986587524
   5.89, 15.4094018936
    5.9, 15.1525812149
   5.91,   14.98026371
   5.92,  14.872010231
   5.93, 14.8301811218
   5.94, 14.8886566162
   5.95, 15.5529956818
   5.96, 16.3931102753
   5.97, 15.5228509903
   5.98, 15.6610355377
   5.99, 15.9539813995
      6,  16.309381485
   6.01, 16.6747817993
   6.02, 17.0448970795
   6.03, 18.0036735535
   6.04, 18.3648033142
   6.05, 17.0659255981
   6.06, 16.6946182251
   6.07, 16.4336261749
   6.08, 16.2225284576
   6.09, 16.0623703003
    6.1, 15.9660520554
   6.11, 15.9875202179
   6.12, 17.6123886108
   6.13, 16.5891513824
   6.14, 16.4096679688
   6.15, 16.6197185516
   6.16, 16.9619235992
   6.17, 17.3916625977
   6.18, 17.8678760529
   6.19, 18.3901939392
    6.2, 19.9345359802
   6.21, 19.0292491913
   6.22, 18.4171695709
   6.23,   18.13580513
   6.24, 17.8675994873
   6.25, 17.6125144958
   6.26, 17.3899536133
   6.27, 17.2279529572
   6.28, 17.2483062744
   6.29, 19.8600406647
    6.3, 17.1976490021
   6.31, 17.2115325928
   6.32,  17.416223526
   6.33, 17.7484817505
   6.34, 18.1938838959
   6.35, 18.7311573029
   6.36,  19.419883728
   6.37, 22.1635093689
   6.38, 19.5885372162
   6.39, 19.3062858582
    6.4, 19.0638847351
   6.41, 18.7854804993
   6.42, 18.4979515076
   6.43, 18.2278747559
   6.44,  18.014093399
   6.45, 18.1597118378
   6.46, 18.1628646851
   6.47,  17.650018692
   6.48, 17.6633853912
   6.49, 17.8172550201
    6.5, 18.1025543213
   6.51, 18.5222434998
   6.52, 19.0745639801
   6.53,  19.921207428
   6.54, 21.5126152039
   6.55,  19.980009079
   6.56, 19.8153705597
   6.57, 19.5652294159
   6.58, 19.2552890778
   6.59,  18.924905777
    6.6, 18.6041564941
   6.61, 18.3476200104
   6.62, 19.8290920258
   6.63, 17.9851741791
   6.64, 17.7959976196
   6.65, 17.8094406128
   6.66, 17.9670124054
   6.67, 18.2802276611
   6.68, 18.7654628754
   6.69, 19.4464912415
    6.7, 20.8226242065
   6.71, 20.8430767059
   6.72,  20.734413147
   6.73, 20.6873664856
   6.74, 20.4692897797
   6.75, 20.1641979218
   6.76, 19.8185806274
   6.77, 19.4600086212
   6.78, 19.1774368286
   6.79, 19.7003955841
    6.8, 18.5310001373
   6.81, 18.3172473907
   6.82, 18.2445774078
   6.83, 18.3158969879
   6.84, 18.5549049377
   6.85, 18.9940223694
   6.86,  19.700006485
   6.87, 22.7500019073
   6.88, 21.0801506042
   6.89, 21.4557571411
    6.9, 21.5781612396
   6.91,  21.476020813
   6.92, 21.2673206329
   6.93,  21.002243042
   6.94, 20.7044143677
   6.95, 20.7167377472
   6.96,  20.085773468
   6.97,  19.699640274
   6.98,  19.467250824
   6.99,  19.344171524
      7, 19.3514938354
   7.01, 19.5201225281
   7.02, 19.8984127045
   7.03, 20.6475563049
   7.04, 22.0736598969
   7.05, 21.8865795135
   7.06, 22.4665527344
   7.07,  22.684885025
   7.08, 22.6406612396
   7.09, 22.4942855835
    7.1, 22.2973823547
   7.11, 22.0720653534
   7.12, 23.6829166412
   7.13, 21.2894134521
   7.14, 20.9361343384
   7.15,  20.656452179
   7.16, 20.4724292755
   7.17,  20.410161972
   7.18, 20.5021858215
   7.19,  20.810541153
    7.2, 21.8350982666
   7.21, 21.8705215454
   7.22, 22.6295852661
   7.23, 23.2868480682
   7.24, 23.5315570831
   7.25, 23.4791183472
   7.26, 23.3500995636
   7.27, 23.2070655823
   7.28, 23.1537132263
   7.29, 22.5935344696
    7.3, 22.1762752533
   7.31, 21.7902622223
   7.32,  21.456199646
   7.33, 21.2105236053
   7.34, 21.0817451477
   7.35, 21.1050167084
   7.36, 21.3707408905
   7.37, 25.8111457825
   7.38,  22.205242157
   7.39, 23.0539054871
    7.4, 23.7721405029
   7.41, 24.0072898865
   7.42, 23.8878803253
   7.43,  23.736076355
   7.44, 23.6409873962
   7.45, 27.8122406006
   7.46, 23.0603370667
