GRIMM Diameter, Qscat (1.54 + 0.003)
   7.78, 22.9296665192
   7.79, 23.1430892944
    7.8, 23.3403987885
   7.81, 23.4982147217
   7.82, 23.5323619843
   7.83, 23.4683170319
   7.84, 23.4009456635
   7.85, 23.3448123932
   7.86, 23.3184947968
   7.87, 23.3586349487
   7.88, 23.4816455841
   7.89, 23.5634632111
    7.9,  23.549495697
   7.91, 23.5811023712
   7.92, 23.6717319489
   7.93, 23.8145923615
   7.94,  24.005115509
   7.95, 24.2136535645
   7.96, 24.3970870972
   7.97, 24.4872779846
   7.98, 24.4782619476
   7.99,  24.438287735
      8, 24.3840770721
   8.01, 24.3292579651
   8.02, 24.3030109406
   8.03, 24.3378791809
   8.04, 24.3835201263
   8.05, 24.3437156677
   8.06, 24.3213214874
   8.07, 24.3324165344
   8.08, 24.3691444397
   8.09, 24.4718856812
    8.1, 24.6471710205
   8.11, 24.8482074738
   8.12, 24.9923458099
   8.13, 25.0364513397
   8.14, 25.0390262604
   8.15, 25.0190181732
   8.16, 24.9805755615
   8.17, 24.9387722015
   8.18, 24.9248828888
   8.19, 24.9411830902
    8.2, 24.8918514252
   8.21, 24.8227157593
   8.22, 24.7665481567
   8.23, 24.6987857819
   8.24, 24.6846542358
   8.25,  24.791595459
   8.26, 24.9849510193
   8.27, 25.1686515808
   8.28, 25.2770442963
   8.29, 25.3387145996
    8.3, 25.3782672882
   8.31, 25.4035053253
   8.32, 25.4194049835
   8.33, 25.4431247711
   8.34, 25.4946460724
   8.35, 25.5241184235
   8.36, 25.5364608765
   8.37, 25.5679244995
   8.38, 25.5643825531
   8.39, 25.5408420563
    8.4, 25.6106052399
   8.41, 25.8052978516
   8.42, 26.0362586975
   8.43,  26.204624176
   8.44, 26.3092422485
   8.45, 26.3836250305
   8.46, 26.4519958496
   8.47, 26.5168323517
   8.48, 26.5769424438
   8.49,  26.641544342
    8.5, 26.6929512024
   8.51, 26.7316493988
   8.52, 26.7927131653
   8.53,  26.818939209
   8.54, 26.7616691589
   8.55, 26.7342605591
   8.56, 26.8563690186
   8.57, 27.0835285187
   8.58, 27.3000297546
   8.59, 27.4491004944
    8.6, 27.5431861877
   8.61, 27.6270751953
   8.62, 27.7218151093
   8.63, 27.8183364868
   8.64, 27.9008407593
   8.65, 27.9482097626
   8.66, 27.9670085907
   8.67, 27.9924755096
   8.68,  27.987165451
   8.69, 27.8694763184
    8.7, 27.6958961487
   8.71, 27.6489868164
   8.72, 27.7603187561
   8.73, 27.9229278564
   8.74, 28.0298919678
   8.75, 28.0529022217
   8.76, 28.0574550629
   8.77, 28.1075820923
   8.78, 28.2090606689
   8.79, 28.3312606812
    8.8, 28.4277229309
   8.81, 28.4829330444
   8.82, 28.5339546204
   8.83, 28.5641441345
   8.84, 28.4772949219
   8.85, 28.2301101685
   8.86, 28.0159320831
   8.87, 27.9833106995
   8.88, 28.0862674713
   8.89,  28.202091217
    8.9, 28.2262077332
   8.91, 28.1816921234
   8.92, 28.1654224396
   8.93, 28.2223033905
   8.94,  28.334236145
   8.95, 28.4555149078
   8.96, 28.5550956726
   8.97, 28.6516647339
   8.98, 28.7457084656
   8.99, 28.7699699402
      9, 28.6098480225
   9.01, 28.3583621979
   9.02, 28.2352294922
   9.03, 28.2850914001
   9.04,  28.424533844
   9.05, 28.5069217682
   9.06, 28.4658794403
   9.07, 28.4011707306
   9.08, 28.4196434021
   9.09,  28.532087326
    9.1, 28.6885967255
   9.11, 28.8401412964
   9.12, 28.9863395691
   9.13, 29.1315002441
   9.14, 29.2517166138
   9.15, 29.2507629395
   9.16, 29.0987987518
   9.17, 28.9720668793
   9.18, 28.9859485626
   9.19, 29.1326370239
    9.2, 29.3120193481
   9.21, 29.3889293671
   9.22, 29.3733654022
   9.23, 29.3960208893
   9.24, 29.5152072906
   9.25, 29.6998939514
   9.26, 29.8999710083
   9.27, 30.0991573334
   9.28, 30.2906360626
   9.29, 30.4607334137
    9.3,  30.545835495
   9.31, 30.4692955017
   9.32, 30.3341178894
   9.33, 30.2747383118
   9.34, 30.3249874115
   9.35, 30.4471073151
   9.36, 30.5162792206
