CDP Diameter, Qscat (1.54 + 0.003)
   8.12, 8.09971523285
   8.13, 8.13468170166
   8.14,  8.1328830719
   8.15, 8.12125778198
   8.16, 8.14895057678
   8.17, 8.18464756012
   8.18, 8.20290660858
   8.19, 8.21802330017
    8.2, 8.23232078552
   8.21, 8.23524665833
   8.22, 8.21677875519
   8.23, 8.21130752563
   8.24,  8.2494430542
   8.25, 8.28175640106
   8.26, 8.33354282379
   8.27, 8.42346286774
   8.28,  8.5092010498
   8.29,  8.5551109314
    8.3,  8.5753326416
   8.31, 8.62328338623
   8.32, 8.69220352173
   8.33,  8.7453212738
   8.34, 8.79072189331
   8.35, 8.83466720581
   8.36, 8.87148189545
   8.37, 8.88633441925
   8.38, 8.88977336884
   8.39,  8.9334821701
    8.4, 8.97753143311
   8.41, 9.01863861084
   8.42, 9.10025024414
   8.43,  9.2138710022
   8.44, 9.30901241302
   8.45, 9.37217712402
   8.46, 9.44661808014
   8.47, 9.54929065704
   8.48, 9.64588546753
   8.49, 9.73348045349
    8.5,  9.8143119812
   8.51, 9.88369464874
   8.52, 9.92729759216
   8.53, 9.94006824493
   8.54, 9.96613883972
   8.55, 9.99716281891
   8.56, 10.0074052811
   8.57, 10.0356407166
   8.58, 10.1099185944
   8.59, 10.1995868683
    8.6, 10.2700433731
   8.61, 10.3423671722
   8.62, 10.4427051544
   8.63, 10.5517959595
   8.64, 10.6657371521
   8.65, 10.7822818756
   8.66,  10.893163681
   8.67, 10.9820022583
   8.68, 11.0339803696
   8.69, 11.0725421906
    8.7, 11.1078948975
   8.71,  11.109834671
   8.72, 11.1014385223
   8.73, 11.1211748123
   8.74, 11.1678686142
   8.75, 11.2070827484
   8.76, 11.2421922684
   8.77, 11.2955198288
   8.78, 11.3584680557
   8.79, 11.4340896606
    8.8, 11.5244836807
   8.81, 11.6231679916
   8.82, 11.7142286301
   8.83, 11.7772407532
   8.84, 11.8175840378
   8.85, 11.8483972549
   8.86, 11.8426933289
   8.87, 11.8139514923
   8.88, 11.7999973297
   8.89, 11.8173675537
    8.9, 11.8352746964
   8.91, 11.8427934647
   8.92, 11.8567867279
   8.93,  11.872461319
   8.94, 11.8946933746
   8.95, 11.9276990891
   8.96, 11.9701051712
   8.97,  12.013466835
   8.98,  12.039056778
   8.99, 12.0400381088
      9, 12.0250406265
   9.01, 11.9691467285
   9.02, 11.8795642853
   9.03, 11.7941818237
   9.04, 11.7497081757
   9.05, 11.7279424667
   9.06, 11.6980714798
   9.07, 11.6688251495
   9.08, 11.6414995193
   9.09, 11.6262998581
    9.1, 11.6277332306
   9.11, 11.6386899948
   9.12, 11.6525735855
   9.13, 11.6571912766
   9.14, 11.6396961212
   9.15, 11.5995006561
   9.16, 11.5100469589
   9.17, 11.3688926697
   9.18, 11.2067508698
   9.19,   11.07380867
    9.2, 10.9871006012
   9.21, 10.9049940109
   9.22, 10.8152761459
   9.23, 10.7210426331
   9.24, 10.6397924423
   9.25, 10.5916719437
   9.26, 10.5739355087
   9.27, 10.5714979172
   9.28,  10.575460434
   9.29, 10.5763959885
    9.3, 10.5669193268
   9.31, 10.5164995193
   9.32, 10.4102258682
   9.33, 10.2635374069
   9.34, 10.1172866821
   9.35, 10.0182981491
   9.36, 9.94488048553
   9.37,  9.8581571579
   9.38, 9.75170326233
   9.39, 9.63863563538
    9.4, 9.54617118835
   9.41, 9.49657058716
   9.42, 9.47967815399
   9.43, 9.48077583313
   9.44, 9.49729824066
   9.45, 9.52519607544
   9.46, 9.53529071808
   9.47, 9.50500965118
   9.48, 9.43731117249
   9.49, 9.35638141632
    9.5, 9.31130695343
   9.51, 9.31518363953
   9.52,  9.3206653595
   9.53, 9.30609989166
   9.54, 9.27529430389
   9.55, 9.24225997925
   9.56, 9.23540401459
   9.57,  9.2660074234
   9.58, 9.31564617157
   9.59, 9.37950611115
    9.6, 9.46068477631
   9.61, 9.53709411621
   9.62, 9.58460712433
   9.63, 9.59961605072
   9.64,  9.5960559845
   9.65, 9.61295127869
   9.66, 9.68535327911
   9.67, 9.77761554718
   9.68, 9.85855865479
   9.69, 9.92967414856
    9.7, 9.99638175964
   9.71, 10.0766782761
   9.72, 10.1945552826
   9.73, 10.3387069702
   9.74, 10.4942007065
   9.75, 10.6660242081
   9.76, 10.8383541107
   9.77, 10.9848070145
