CDP Diameter, Qscat (1.54 + 0)
   8.78, 13.2524185181
   8.79,   13.32072258
    8.8, 13.4516115189
   8.81, 13.6416387558
   8.82, 13.8548469543
   8.83, 14.0042047501
   8.84, 13.9590959549
   8.85, 14.1189393997
   8.86, 14.0168008804
   8.87, 13.8662652969
   8.88, 13.7723426819
   8.89, 14.0104885101
    8.9, 14.0413894653
   8.91, 13.8518610001
   8.92, 14.0675382614
   8.93, 14.0473661423
   8.94,  14.050453186
   8.95, 14.0388879776
   8.96, 14.0911827087
   8.97, 14.2187404633
   8.98, 14.3408823013
   8.99, 13.5169410706
      9, 14.3583135605
   9.01,  14.171746254
   9.02, 13.9162664413
   9.03, 13.6343803406
   9.04, 13.7563552856
   9.05, 13.8709945679
   9.06, 13.2097253799
   9.07, 13.7545251846
   9.08, 13.7026014328
   9.09, 13.7079629898
    9.1, 13.7387599945
   9.11, 13.7340841293
   9.12, 13.7890233994
   9.13, 13.9143562317
   9.14, 13.6402168274
   9.15, 13.9783697128
   9.16, 13.7653074265
   9.17, 13.4372415543
   9.18, 13.0065746307
   9.19, 12.6403999329
    9.2, 12.9535980225
   9.21, 12.1676273346
   9.22, 12.5798273087
   9.23, 12.4070997238
   9.24, 12.2586832047
   9.25, 12.2464532852
   9.26, 12.2762508392
   9.27, 12.2649431229
   9.28, 12.3575525284
   9.29, 12.4421129227
    9.3, 12.6333723068
   9.31, 12.5674905777
   9.32, 12.3635692596
   9.33, 12.0353393555
   9.34, 11.5445766449
   9.35, 11.7356491089
   9.36, 11.6125707626
   9.37, 11.4899024963
   9.38, 11.2904834747
   9.39, 11.0695848465
    9.4, 10.8435249329
   9.41, 10.8394756317
   9.42, 10.8048467636
   9.43, 10.7748060226
   9.44, 10.8794612885
   9.45, 11.0720882416
   9.46, 11.1483688354
   9.47, 11.1001834869
   9.48, 10.9516267776
   9.49, 10.6732254028
    9.5, 10.4482984543
   9.51, 10.9610033035
   9.52, 10.8449373245
   9.53,  10.805560112
   9.54,  10.769774437
   9.55, 10.6637363434
   9.56, 10.5941953659
   9.57, 10.7169151306
   9.58, 10.7034759521
   9.59, 10.7623615265
    9.6, 10.9672842026
   9.61, 11.1332445145
   9.62, 11.1819639206
   9.63, 11.1389961243
   9.64, 11.0093193054
   9.65, 10.6881761551
   9.66, 11.3919782639
   9.67, 11.2376213074
   9.68, 11.4071550369
   9.69, 11.5243854523
    9.7,  11.623046875
   9.71, 11.6563806534
   9.72, 11.9577531815
   9.73, 12.1414651871
   9.74, 12.2720661163
   9.75, 12.5985708237
   9.76, 12.9419193268
   9.77, 13.1632986069
   9.78, 13.2612190247
   9.79, 13.2614498138
    9.8, 13.0807580948
   9.81, 13.7378721237
   9.82, 13.7399520874
   9.83,  13.764667511
   9.84, 13.8672962189
   9.85, 13.9727544785
   9.86, 13.9986066818
   9.87, 14.1423740387
   9.88,  14.579249382
   9.89, 14.6544036865
    9.9, 14.9587144852
   9.91, 15.3967218399
   9.92, 15.7682504654
   9.93, 15.9881000519
   9.94, 16.1064662933
   9.95, 16.0772457123
   9.96, 16.0967750549
   9.97, 16.8455810547
   9.98,  16.855178833
   9.99,  16.952545166
     10,  17.045671463
  10.01, 17.0325012207
  10.02, 16.7789230347
  10.03, 17.2832355499
  10.04, 17.2341117859
  10.05, 17.2285442352
  10.06, 17.4512653351
  10.07, 17.7840938568
  10.08, 17.9471740723
  10.09, 17.9956817627
   10.1, 17.9471130371
  10.11, 17.3925228119
  10.12, 18.5116405487
  10.13,  18.432882309
  10.14, 18.4802112579
  10.15, 18.5740203857
  10.16, 18.6080245972
  10.17, 18.4070205688
  10.18, 18.0887756348
  10.19, 18.5198936462
   10.2, 18.2703895569
  10.21, 18.1318740845
  10.22, 18.2946434021
  10.23, 18.3629817963
  10.24, 18.2455101013
  10.25, 18.0504627228
  10.26, 17.6152667999
  10.27, 18.0707492828
  10.28,  17.831079483
  10.29, 17.6844463348
   10.3, 17.6378040314
  10.31, 17.6220912933
  10.32, 17.5059547424
  10.33, 16.8748531342
  10.34, 17.1848201752
  10.35, 16.9660148621
  10.36, 16.6169757843
  10.37, 16.5505828857
  10.38, 16.6373786926
  10.39, 16.5101165771
   10.4, 16.2895278931
  10.41, 15.9886388779
  10.42, 15.8788204193
  10.43, 15.7772760391
  10.44, 15.5292224884
  10.45, 15.3715076447
  10.46, 15.2943086624
  10.47, 15.2090673447
  10.48, 14.9435558319
  10.49, 14.2468795776
   10.5, 14.4667367935
  10.51, 14.0884542465
  10.52, 13.8373985291
  10.53, 13.8880052567
  10.54, 13.8114433289
  10.55, 13.6368722916
  10.56, 13.4782533646
  10.57, 12.6284618378
  10.58, 13.3484973907
  10.59, 13.2105808258
   10.6, 13.1530246735
  10.61, 13.2125930786
  10.62,  13.330997467
  10.63,  13.385222435
  10.64, 12.8407974243
  10.65,  13.102845192
  10.66, 12.8721446991
  10.67, 12.6544303894
