CDP Diameter, Qscat (1.33 + 0)
  11.67, 24.4122848511
  11.68, 24.5627288818
  11.69, 24.6357364655
   11.7, 24.2324504852
  11.71, 24.9864692688
  11.72, 25.0541210175
  11.73, 25.1394615173
  11.74, 25.2352161407
  11.75,  25.346282959
  11.76, 25.4888591766
  11.77, 25.6031188965
  11.78, 26.2689495087
  11.79, 26.9507770538
   11.8, 27.5098342896
  11.81, 27.9026451111
  11.82, 28.2469577789
  11.83, 28.5948410034
  11.84, 28.9055595398
  11.85, 29.1347198486
  11.86, 29.2522068024
  11.87, 28.6057853699
  11.88, 29.6095752716
  11.89, 29.6461143494
   11.9, 29.6807899475
  11.91,  29.705997467
  11.92, 29.7206459045
  11.93, 29.7251815796
  11.94, 29.5665073395
  11.95, 30.1509170532
  11.96, 30.7049369812
  11.97, 31.2736530304
  11.98, 31.6714763641
  11.99, 31.9936962128
     12, 32.3483924866
  12.01, 32.7091064453
  12.02, 33.0019226074
  12.03, 33.1645736694
  12.04,  33.213558197
  12.05,  33.553730011
  12.06, 33.5939826965
  12.07, 33.6083030701
  12.08, 33.5900039673
  12.09, 33.5308570862
   12.1, 33.4185256958
  12.11, 32.9764709473
  12.12, 33.3595924377
  12.13, 33.6207580566
  12.14, 34.0345306396
  12.15, 34.3166007996
  12.16, 34.4690666199
  12.17, 34.6518363953
  12.18, 34.8937568665
  12.19, 35.1092033386
   12.2, 35.2052001953
  12.21, 35.3805809021
  12.22,  35.452960968
  12.23, 35.4471473694
  12.24, 35.4197883606
  12.25,   35.37342453
  12.26, 35.2812004089
  12.27, 35.1368370056
  12.28,   34.47498703
  12.29,   34.83228302
   12.3, 34.8511695862
  12.31, 35.1057853699
  12.32, 35.3227310181
  12.33, 35.3530044556
  12.34, 35.3579826355
  12.35, 35.4278640747
  12.36, 35.5170440674
  12.37, 35.4856758118
  12.38, 35.5699615479
  12.39, 35.4834022522
   12.4, 35.3519134521
  12.41, 35.2021942139
  12.42, 35.0392150879
  12.43, 34.8610229492
  12.44, 34.6455688477
  12.45, 33.5403289795
  12.46, 34.1802558899
  12.47, 34.0158081055
  12.48, 34.1090927124
  12.49, 34.3059844971
   12.5, 34.3181915283
  12.51, 34.2500610352
  12.52, 34.2351303101
  12.53, 34.2709083557
  12.54, 34.1551094055
  12.55,  34.288734436
  12.56, 34.1579475403
  12.57, 33.9786453247
  12.58, 33.7684783936
  12.59, 33.5394935608
   12.6, 33.2937698364
  12.61, 33.0135879517
  12.62, 31.7312984467
  12.63, 32.4613342285
  12.64,  32.172039032
  12.65, 32.1079750061
  12.66, 32.2642364502
  12.67, 32.2731170654
  12.68, 32.1651268005
  12.69, 32.0902061462
   12.7, 32.0863265991
  12.71, 31.5109939575
  12.72, 32.1529922485
  12.73, 32.0441246033
  12.74, 31.8903751373
  12.75, 31.7093639374
