PCASP Diameter, Qscat (1.54 + 0.003)
   9.52, 32.5173034668
   9.53, 32.6996307373
   9.54, 32.8708724976
   9.55, 33.0538330078
   9.56, 33.2597541809
   9.57, 33.4636001587
   9.58, 33.5731163025
   9.59, 33.5105895996
    9.6, 33.3679084778
   9.61, 33.2302360535
   9.62, 33.1580886841
   9.63, 33.2167434692
   9.64, 33.3764190674
   9.65, 33.4805603027
   9.66, 33.5634803772
   9.67, 33.7021713257
   9.68, 33.8561286926
   9.69, 34.0144500732
    9.7, 34.2095603943
   9.71, 34.4453887939
   9.72, 34.6816253662
   9.73, 34.8195877075
   9.74, 34.8179931641
   9.75, 34.7469978333
   9.76, 34.6550636292
   9.77, 34.5921897888
   9.78, 34.6207122803
   9.79, 34.7120361328
    9.8, 34.7347679138
   9.81, 34.7358016968
   9.82, 34.7638587952
   9.83, 34.7871894836
   9.84, 34.8312759399
   9.85, 34.9451560974
   9.86, 35.1223449707
   9.87, 35.3002662659
   9.88,  35.374546051
   9.89, 35.3405609131
    9.9, 35.2532119751
   9.91, 35.1414070129
   9.92, 35.0469017029
   9.93, 35.0276451111
   9.94, 35.0585479736
   9.95, 35.0393638611
   9.96, 35.0115737915
   9.97, 34.9863777161
   9.98, 34.9387626648
   9.99, 34.9320831299
     10, 35.0351600647
  10.01, 35.2307548523
  10.02, 35.4333992004
  10.03, 35.5516853333
  10.04, 35.6001091003
  10.05, 35.6085357666
  10.06, 35.5892829895
  10.07, 35.5742225647
  10.08, 35.6129570007
  10.09, 35.6821212769
   10.1, 35.7178955078
  10.11, 35.7552528381
  10.12, 35.7765312195
  10.13,  35.761177063
  10.14, 35.7947044373
  10.15, 35.9496917725
  10.16, 36.1910324097
  10.17, 36.4215812683
  10.18, 36.5866508484
  10.19, 36.7106819153
   10.2, 36.8075561523
  10.21, 36.8797531128
  10.22, 36.9486846924
  10.23, 37.0522689819
  10.24, 37.1726837158
  10.25, 37.2732162476
  10.26, 37.3580703735
