CAS Diameter, Qscat (1.54 + 0.003)
  10.37, 15.1649885178
  10.38, 15.2698144913
  10.39, 15.3856592178
   10.4, 15.5164346695
  10.41, 15.6419639587
  10.42, 15.7392578125
  10.43, 15.8018579483
  10.44, 15.8438949585
  10.45, 15.9060678482
  10.46, 15.9997959137
  10.47, 16.0766906738
  10.48, 16.1226978302
  10.49, 16.1397285461
   10.5,  16.121919632
  10.51, 16.0742397308
  10.52, 16.0359096527
  10.53, 16.0246067047
  10.54, 16.0099773407
  10.55, 15.9954357147
  10.56, 15.9922046661
  10.57, 15.9832010269
  10.58, 15.9455718994
  10.59,   15.87449646
   10.6, 15.7872276306
  10.61, 15.7233037949
  10.62, 15.6857357025
  10.63, 15.6363687515
  10.64, 15.5697746277
  10.65, 15.4855833054
  10.66, 15.3727931976
  10.67, 15.2291965485
  10.68, 15.0906114578
  10.69, 14.9795589447
   10.7, 14.8679447174
  10.71, 14.7596817017
  10.72, 14.6685285568
  10.73, 14.5785198212
  10.74, 14.4671993256
  10.75, 14.3306970596
  10.76, 14.1856842041
